基金代码,拼音缩写,基金简称,基金类型,拼音全称,status,last_updated
009439,XBLDGQHLZSZQC,西部利得国企红利指数增强C,指数型-股票,XIBULIDEGUOQIHONGLIZHISHUZENGQIANGC,unknown,
009443,GYTH39GYDKZQC,工银泰和39个月定开债券C,债券型-长债,GONGYINTAIHE39GEYUEDINGKAIZHAIQUANC,unknown,
009444,GTTFYNDQKFZQ,国泰添福一年定期开放债券,债券型-长债,GUOTAITIANFUYINIANDINGQIKAIFANGZHAIQUAN,unknown,
009447,CTZGKJCXYNDKHH,财通资管科技创新一年定开混合,混合型-偏股,CAITONGZIGUANKEJICHUANGXINYINIANDINGKAIHUNHE,unknown,
009448,TKSRYNCYQHHA,泰康申润一年持有期混合A,混合型-偏债,TAIKANGSHENRUNYINIANCHIYOUQIHUNHEA,unknown,
009449,TKSRYNCYQHHC,泰康申润一年持有期混合C,混合型-偏债,TAIKANGSHENRUNYINIANCHIYOUQIHUNHEC,unknown,
009450,ZJXH1N,中金新辉1年,债券型-长债,ZHONGJINXINHUI1NIAN,unknown,
009451,ZJXS1NDKZ,中金新盛1年定开债,债券型-长债,ZHONGJINXINSHENG1NIANDINGKAIZHAI,unknown,
009452,GDBDXZYCZYNZQFQ,光大保德信尊裕纯债一年债券发起,债券型-长债,GUANGDABAODEXINZUNYUCHUNZHAIYINIANZHAIQUANFAQI,unknown,
009453,PAHX1NDKZ,平安合兴1年定开债,债券型-长债,PINGANHEXING1NIANDINGKAIZHAI,unknown,
009456,DFWJHBZQC,东方稳健回报债券C,债券型-混合一级,DONGFANGWENJIANHUIBAOZHAIQUANC,unknown,
009457,HTCXCZA,红土创新纯债A,债券型-长债,HONGTUCHUANGXINCHUNZHAIA,unknown,
009458,HTCXCZC,红土创新纯债C,债券型-长债,HONGTUCHUANGXINCHUNZHAIC,unknown,
009459,CJHXJAX3GYC,创金合信季安鑫3个月C,债券型-长债,CHUANGJINHEXINJIANXIN3GEYUEC,unknown,
009460,AXXYWJYLYNCYHHFOFA,安信禧悦稳健养老一年持有混合(FOF)A,FOF-稳健型,ANXINXIYUEWENJIANYANGLAOYINIANCHIYOUHUNHEFOFA,unknown,
009461,DFZC3GYDKZQA,东方臻萃3个月定开债券A,债券型-长债,DONGFANGZHENCUI3GEYUEDINGKAIZHAIQUANA,unknown,
009462,DFZC3GYDKZQC,东方臻萃3个月定开债券C,债券型-长债,DONGFANGZHENCUI3GEYUEDINGKAIZHAIQUANC,unknown,
009463,DFZHCZZQA,东方臻慧纯债债券A,债券型-长债,DONGFANGZHENHUICHUNZHAIZHAIQUANA,unknown,
009464,DFZHCZZQC,东方臻慧纯债债券C,债券型-长债,DONGFANGZHENHUICHUNZHAIZHAIQUANC,unknown,
009465,DFKZZZQA,东方可转债债券A,债券型-混合二级,DONGFANGKEZHUANZHAIZHAIQUANA,unknown,
009466,DFKZZZQC,东方可转债债券C,债券型-混合二级,DONGFANGKEZHUANZHAIZHAIQUANC,unknown,
009467,HTCXKJCX3GYDKHHA,红土创新科技创新3个月定开混合A,混合型-偏股,HONGTUCHUANGXINKEJICHUANGXIN3GEYUEDINGKAIHUNHEA,unknown,
009468,BSJKCZSZDQKSHHHA,博时健康成长双周定期可赎回混合A,混合型-偏股,BOSHIJIANKANGCHENGZHANGSHUANGZHOUDINGQIKESHUHUIHUNHEA,unknown,
009469,BSJKCZSZDQKSHHHC,博时健康成长双周定期可赎回混合C,混合型-偏股,BOSHIJIANKANGCHENGZHANGSHUANGZHOUDINGQIKESHUHUIHUNHEC,unknown,
009472,GFSZ100ETFLJC,广发深证100ETF联接C,指数型-股票,GUANGFASHENZHENG100ETFLIANJIEC,unknown,
009474,GTZYYSHH,国泰致远优势混合,混合型-偏股,GUOTAIZHIYUANYOUSHIHUNHE,unknown,
009475,HFJXHYHH,汇丰晋信慧盈混合,混合型-偏债,HUIFENGJINXINHUIYINGHUNHE,unknown,
009476,JXSPYLHYGPA,建信食品饮料行业股票A,股票型,JIANXINSHIPINYINLIAOHANGYEGUPIAOA,unknown,
009477,ZYSHJETFLJA,中银上海金ETF联接A,指数型-其他,ZHONGYINSHANGHAIJINETFLIANJIEA,unknown,
009478,ZYSHJETFLJC,中银上海金ETF联接C,指数型-其他,ZHONGYINSHANGHAIJINETFLIANJIEC,unknown,
009483,PHPLZQA,鹏华普利债券A,债券型-混合一级,PENGHUAPULIZHAIQUANA,unknown,
009484,PHPLZQC,鹏华普利债券C,债券型-混合一级,PENGHUAPULIZHAIQUANC,unknown,
009485,GSABJBPHBB,国寿安保聚宝盆货币B,货币型-普通货币,GUOSHOUANBAOJUBAOPENHUOBIB,unknown,
009486,GDRHHHA,光大瑞和混合A,混合型-偏股,GUANGDARUIHEHUNHEA,unknown,
009487,GDRHHHC,光大瑞和混合C,混合型-偏股,GUANGDARUIHEHUNHEC,unknown,
009488,ZYJZJXHHA,中邮价值精选混合A,混合型-偏股,ZHONGYOUJIAZHIJINGXUANHUNHEA,unknown,
009489,ZYJZJXHHC,中邮价值精选混合C,混合型-偏股,ZHONGYOUJIAZHIJINGXUANHUNHEC,unknown,
009490,TKKJCXYNDKHH,泰康科技创新一年定开混合,混合型-偏股,TAIKANGKEJICHUANGXINYINIANDINGKAIHUNHE,unknown,
009491,BYCXQDGPA,宝盈创新驱动股票A,股票型,BAOYINGCHUANGXINQUDONGGUPIAOA,unknown,
009492,BYCXQDGPC,宝盈创新驱动股票C,股票型,BAOYINGCHUANGXINQUDONGGUPIAOC,unknown,
009493,DCZX18YCYHHFQA,大成尊享18月持有混合发起A,混合型-偏债,DACHENGZUNXIANG18YUECHIYOUHUNHEFAQIA,unknown,
009494,DCZX18YCYHHFQC,大成尊享18月持有混合发起C,混合型-偏债,DACHENGZUNXIANG18YUECHIYOUHUNHEFAQIC,unknown,
009495,DCJXZGDJZQA,大成景轩中高等级债券A,债券型-长债,DACHENGJINGXUANZHONGGAODENGJIZHAIQUANA,unknown,
009496,DCJXZGDJZQC,大成景轩中高等级债券C,债券型-长债,DACHENGJINGXUANZHONGGAODENGJIZHAIQUANC,unknown,
009499,JSCCAXHBYNCYQHHA,景顺长城安鑫回报一年持有期混合A,混合型-偏债,JINGSHUNCHANGCHENGANXINHUIBAOYINIANCHIYOUQIHUNHEA,unknown,
009500,GSABGGXHHA,国寿安保高股息混合A,混合型-偏股,GUOSHOUANBAOGAOGUXIHUNHEA,unknown,
009501,GSABGGXHHC,国寿安保高股息混合C,混合型-偏股,GUOSHOUANBAOGAOGUXIHUNHEC,unknown,
009504,FGSHJETFLJA,富国上海金ETF联接A,指数型-其他,FUGUOSHANGHAIJINETFLIANJIEA,unknown,
009505,FGSHJETFLJC,富国上海金ETF联接C,指数型-其他,FUGUOSHANGHAIJINETFLIANJIEC,unknown,
009506,FRFHLNDKZ,富荣富恒两年定开债,债券型-长债,FURONGFUHENGLIANGNIANDINGKAIZHAI,unknown,
009507,GJXYYYXFA,国金鑫意医药消费A,混合型-偏股,GUOJINXINYIYIYAOXIAOFEIA,unknown,
009508,GJXYYYXFC,国金鑫意医药消费C,混合型-偏股,GUOJINXINYIYIYAOXIAOFEIC,unknown,
009509,PAHRCZ,平安惠润纯债,债券型-长债,PINGANHUIRUNCHUNZHAI,unknown,
009510,THTLZQLOFE,天弘同利债券(LOF)E,债券型-混合一级,TIANHONGTONGLIZHAIQUANLOFE,unknown,
009511,XAYJYXHHA,信澳研究优选混合A,混合型-偏股,XINAOYANJIUYOUXUANHUNHEA,unknown,
009512,THTLZQLOFE,天弘添利债券(LOF)E,债券型-混合一级,TIANHONGTIANLIZHAIQUANLOFE,unknown,
009515,ZOZYWJYNHHA,中欧真益稳健一年混合A,混合型-偏债,ZHONGOUZHENYIWENJIANYINIANHUNHEA,unknown,
009516,ZOZYWJYNHHC,中欧真益稳健一年混合C,混合型-偏债,ZHONGOUZHENYIWENJIANYINIANHUNHEC,unknown,
